itemid,label,fluid,category,valueuom,loinc,notes
51803,"Uric Acid, CSF",Cerebrospinal Fluid,Chemistry,,,
51804,Voided Specimen,Cerebrospinal Fluid,Chemistry,,,
51805,(Albumin),Joint Fluid,Chemistry,,,
51806,Alpha-1,Joint Fluid,Chemistry,,,
51807,Alpha-2,Joint Fluid,Chemistry,,,
51808,Beta,Joint Fluid,Chemistry,,,
51809,"Bicarbonate,Joint Fluid",Joint Fluid,Chemistry,,,
51810,"Bilirubin, Total, Joint Fluid",Joint Fluid,Chemistry,,,
51811,"Chloride, Joint Fluid",Joint Fluid,Chemistry,,,
51812,"Cholesterol, Joint Fluid",Joint Fluid,Chemistry,,,
51813,Clostrid,Joint Fluid,Chemistry,,,
51814,Cryptococ,Joint Fluid,Chemistry,,,
51815,Fl Scan,Joint Fluid,Chemistry,,,
51816,"IgG, Joint Fluid",Joint Fluid,Chemistry,,,
51817,"Immunoelectrophoresis, Joint Fluid",Joint Fluid,Chemistry,,,
51818,"Osmolality, Joint Fluid",Joint Fluid,Chemistry,,,
51819,"PEP, Joint Fluid, Gamma Region",Joint Fluid,Chemistry,,,
51820,"Potassium, Joint Fluid",Joint Fluid,Chemistry,,,
51821,"Sodium, Joint Fluid",Joint Fluid,Chemistry,,,
51822,"Triglycerides, Joint Fluid",Joint Fluid,Chemistry,,,
51823,"Urea Nitrogen, Joint Fluid",Joint Fluid,Chemistry,,,
51824,"Uric Acid, Joint Fluid",Joint Fluid,Chemistry,mg/dL,,
51825,Voided Specimen,Joint Fluid,Chemistry,,,
51826,Voided Specimen,Bone Marrow,Chemistry,,,
51827,72 Hr Fat,Other Body Fluid,Chemistry,,,
51828,Acid BAO,Other Body Fluid,Chemistry,,,
51829,Acid MAO,Other Body Fluid,Chemistry,,,
51830,Adenovirus,Other Body Fluid,Chemistry,,,
51831,"AFP, Amniotic Fluid",Other Body Fluid,Chemistry,,,
51832,"AFP, Body Fluid",Other Body Fluid,Chemistry,,,
51833,(Albumi,Other Body Fluid,Chemistry,,,
51834,<Albumin>,Other Body Fluid,Chemistry,,,
51835,Alpha-1,Other Body Fluid,Chemistry,,,
51836,Alpha-2,Other Body Fluid,Chemistry,,,
51837,Anat Path Hold,Other Body Fluid,Chemistry,,,
51838,Beta,Other Body Fluid,Chemistry,,,
51839,"Blood, Occult",Other Body Fluid,Chemistry,,,
51840,Bun,Other Body Fluid,Chemistry,,,
51841,C. diff PCR,Other Body Fluid,Chemistry,,,
51842,C diff Toxin Antigen Assay,Other Body Fluid,Chemistry,,,
51843,Chlamydia pneumoniae,Other Body Fluid,Chemistry,,,
51845,Clostrid,Other Body Fluid,Chemistry,,,
51846,"Coronavirus, NOT CoVID-19",Other Body Fluid,Chemistry,,,
51847,COVID-19,Other Body Fluid,Chemistry,,,
51848,Cryptococ,Other Body Fluid,Chemistry,,,
51849,"DSPC, Amniotic Fluid",Other Body Fluid,Chemistry,,,
51850,Epr,Other Body Fluid,Chemistry,,,
51851,Fl Scan,Other Body Fluid,Chemistry,,,
51852,HIV 1 Viral Load,Other Body Fluid,Chemistry,,,
51853,Human Metapneumovirus,Other Body Fluid,Chemistry,,,
51854,Human Rhinovirus/Enterovirus,Other Body Fluid,Chemistry,,,
51855,"Immunoelectrophoresis, Fluid",Other Body Fluid,Chemistry,,,
51856,"Immunoglobulin G, Body Fluid",Other Body Fluid,Chemistry,,,
51857,Influenza A,Other Body Fluid,Chemistry,,,
51858,Influenza A by PCR,Other Body Fluid,Chemistry,,,
51860,Influenza A H1,Other Body Fluid,Chemistry,,,
51861,Influenza A H1-2009,Other Body Fluid,Chemistry,,,
51862,Influenza A H3,Other Body Fluid,Chemistry,,,
51863,"Influenza A, Rapid Antigen",Other Body Fluid,Chemistry,,,
51864,"Influenza A, Rapid Antigen",Other Body Fluid,Chemistry,,,
51865,Influenza B,Other Body Fluid,Chemistry,,,
51866,Influenza B by PCR,Other Body Fluid,Chemistry,,,
51868,"Influenza B, Rapid Antigen",Other Body Fluid,Chemistry,,,
51869,"Influenza B, Rapid Antigen",Other Body Fluid,Chemistry,,,
51870,"L/S Ratio, Amniotic Fluid",Other Body Fluid,Chemistry,,,
51871,MRSA PCR,Other Body Fluid,Chemistry,,,
51872,Mycoplasma pneumoniae,Other Body Fluid,Chemistry,,,
51874,Norovirus Genogroup I,Other Body Fluid,Chemistry,,,
51875,Norovirus Genogroup II,Other Body Fluid,Chemistry,,,
51876,O & P,Other Body Fluid,Chemistry,,,
51877,Parainfluenza 1,Other Body Fluid,Chemistry,,,
51878,Parainfluenza 2,Other Body Fluid,Chemistry,,,
51879,Parainfluenza 3,Other Body Fluid,Chemistry,,,
51880,Parainfluenza 4,Other Body Fluid,Chemistry,,,
51881,"PEP, Body Fluid",Other Body Fluid,Chemistry,,,
51882,"PEP, Body Fluid, Gamma Region",Other Body Fluid,Chemistry,,,
51883,Phosphatidylglycerol,Other Body Fluid,Chemistry,,,
51884,Respiratory Syncytial Virus A,Other Body Fluid,Chemistry,,,
51885,Respiratory Syncytial Virus B,Other Body Fluid,Chemistry,,,
51886,Staph aureus PCR,Other Body Fluid,Chemistry,,,
51887,"Strep A, Rapid Antigen",Other Body Fluid,Chemistry,,,
51888,"Strep A, Rapid Antigen",Other Body Fluid,Chemistry,,,
51889,Sudan Stain,Other Body Fluid,Chemistry,,,
51890,Surfactant/Albumin,Other Body Fluid,Chemistry,mg/g,,
51891,Surf/Alb,Other Body Fluid,Chemistry,,,
51892,Trichomonas vaginalis,Other Body Fluid,Chemistry,N/A,,
51893,"Uric Acid, Body Fluid",Other Body Fluid,Chemistry,,,
51894,Voided Specimen,Other Body Fluid,Chemistry,,,
51895,Vpf,Other Body Fluid,Chemistry,,,
51897,PAN2,Other Body Fluid,Chemistry,,,
51898, ,Other Body Fluid,Chemistry,,,
51899,reuse,Other Body Fluid,Chemistry,,,
51900,reuse1,Other Body Fluid,Chemistry,,,
51901,COV1,Other Body Fluid,Chemistry,,,
51902,COV2,Other Body Fluid,Chemistry,,,
51903,COV3,Other Body Fluid,Chemistry,,,
51904,COV4,Other Body Fluid,Chemistry,,,
51905,(Albumin),Pleural,Chemistry,,,
51906,Alpha-1,Pleural,Chemistry,,,
51907,Alpha-2,Pleural,Chemistry,,,
51908,Beta,Pleural,Chemistry,,,
51909,Clostrid,Pleural,Chemistry,,,
51910,Cryptococ,Pleural,Chemistry,,,
51911,Fl Scan,Pleural,Chemistry,,,
51912,"Immunoelectrophoresis, Pleural",Pleural,Chemistry,,,
51913,"Immunoglobulin G, Pleural",Pleural,Chemistry,,,
51914,"Osmolality, Pleural",Pleural,Chemistry,,,
51915,"PEP, Pleural, Gamma Region",Pleural,Chemistry,,,
51916,"proBNP, Pleural",Pleural,Chemistry,pg/mL,,
51917,"Urea Nitrogen, Pleural",Pleural,Chemistry,mg/dL,,
51918,"Uric Acid, Pleural",Pleural,Chemistry,,,
51919,Voided Specimen,Pleural,Chemistry,,,
51920,72 Hr Fat,Stool,Chemistry,,,
51921,(Albumin),Stool,Chemistry,,,
51922,"Albumin, Stool",Stool,Chemistry,g/dL,,
51923,Alpha-1,Stool,Chemistry,,,
51924,Alpha-2,Stool,Chemistry,,,
51925,"Amylase, Stool",Stool,Chemistry,,,
51926,Beta,Stool,Chemistry,,,
51927,"Bilirubin, Total, Stool",Stool,Chemistry,,,
51928,C. diff PCR,Stool,Chemistry,,,
51929,C Diff Toxin Antigen Assay,Stool,Chemistry,,,
51930,"Cholesterol, Stool",Stool,Chemistry,,,
51931,Clostrid,Stool,Chemistry,,,
51932,"Creatinine, Stool",Stool,Chemistry,,,
51933,Cryptococ,Stool,Chemistry,,,
51934,Fl Scan,Stool,Chemistry,,,
51935,Gamma,Stool,Chemistry,,,
51936,"Glucose, Stool",Stool,Chemistry,,,
51937,"IgG, Stool",Stool,Chemistry,,,
51938,"Immunoelectrophoresis, Stool",Stool,Chemistry,,,
51939,"Lactate Dehydrogenase, Stool",Stool,Chemistry,,,
51940,Norovirus Genogroup I,Stool,Chemistry,,,
51941,Norovirus Genogroup II,Stool,Chemistry,,,
51942,O & P,Stool,Chemistry,,,
51943,Sudan Stain,Stool,Chemistry,,,
51944,"Total Protein, Stool",Stool,Chemistry,,,
51945,"Triglycerides, Stool",Stool,Chemistry,,,
51946,"Urea Nitrogen, Stool",Stool,Chemistry,,,
51947,"Uric Acid, Stool",Stool,Chemistry,,,
51948,Voided Specimen,Stool,Chemistry,,,
51949,CDT027,Stool,Chemistry,,,
51950,,Stool,Chemistry,,,
51951,CDT027,Stool,Chemistry,,,
51952,17-Hydroxycorticosteroids,Urine,Chemistry,,,
51953,"17-Ketosteroids, Urine",Urine,Chemistry,,,
51954,"5-HIAA, Urine",Urine,Chemistry,,,
51955,Aldolase,Urine,Chemistry,,,
51956,Alpha-1,Urine,Chemistry,,,
51957,Alpha-2,Urine,Chemistry,,,
51958,Amylase/Creatinine Clearance,Urine,Chemistry,,,
51959,"Amylase, Serum",Urine,Chemistry,,,
51960,Beta,Urine,Chemistry,,,
51961,Bilirubin,Urine,Chemistry,N/A,,
51962,Blood,Urine,Chemistry,N/A,,
51963,Camp,Urine,Chemistry,,,
51964,"Catecholamines, Urine",Urine,Chemistry,,,
51965,Cben,Urine,Chemistry,,,
51966,Ccoc,Urine,Chemistry,,,
51967,Chlamydia trachomatis,Urine,Chemistry,N/A,,
51968,Copi,Urine,Chemistry,,,
51969,"Copper, Urine",Urine,Chemistry,,,
51970,Coproporphyrins,Urine,Chemistry,,,
51971,"Cortisol, Urine",Urine,Chemistry,,,
51972,"Creatinine, Blood",Urine,Chemistry,,,
51973,DirList,Urine,Chemistry,,,
51974,"Estriol, Urine",Urine,Chemistry,,,
51975,Fentanyl,Urine,Chemistry,N/A,,
51976,Glucose,Urine,Chemistry,mg/dL,,
51977,"Immunoelectrophoresis, Urine",Urine,Chemistry,,,
51978,"Iron, Urine",Urine,Chemistry,,,
51979,Ketone,Urine,Chemistry,mg/dL,,
51980,Leukocytes,Urine,Chemistry,N/A,,
51981,Neisseria gonorrhoeae,Urine,Chemistry,N/A,,
51982,Nitrite,Urine,Chemistry,N/A,,
51983,O & P,Urine,Chemistry,,,
51985,"Phenothiazine Screen, Urine",Urine,Chemistry,,,
51986,"Propoxyphene, Urine",Urine,Chemistry,,,
51987,Protein,Urine,Chemistry,mg/dL,,
51988,Referred,Urine,Chemistry,,,
51989,Specific Gravity,Urine,Chemistry,,,
51990,Study Urine,Urine,Chemistry,,,
51991,Trichomonas vaginalis,Urine,Chemistry,N/A,,
51992,UIFEgel,Urine,Chemistry,,,
51993,UPEPgel,Urine,Chemistry,,,
51994,Urine Amylase,Urine,Chemistry,,,
51995,Urine  Creatinine,Urine,Chemistry,,,
51996,"Urine PEP, Gamma region",Urine,Chemistry,,,
51997,Urobilinogen,Urine,Chemistry,mg/dL,,
51998,Uroporphyrins,Urine,Chemistry,,,
52006,UTX8,Urine,Chemistry,,,
52007,UTX9,Urine,Chemistry,,,
52008,Vanillylmandelic Acid,Urine,Chemistry,,,
52009,Voided Specimen,Urine,Chemistry,,,
52010,Xylose,Urine,Chemistry,,,
52011,Z,Urine,Chemistry,,,
52012,"Zinc, Urine",Urine,Chemistry,,,
52013,PAN1,Urine,Chemistry,,,
52014,PAN2,Urine,Chemistry,,,
52015,UTX10,Urine,Chemistry,,,
52016,Abz,Blood,Chemistry,,,
52017,"Albumin, Blood",Blood,Chemistry,,,
52019,"Creatinine, Whole Blood",Blood,Chemistry,mg/dL,,
52020,Delete,Blood,Chemistry,,,
52021,Estimated GFR (MDRD equation),Blood,Blood Gas,,,
52022,"Glucose, Whole Blood",Blood,Blood Gas,,,
52023,Hematocrit,Blood,Blood Gas,,,
52024,% Ionized Calcium,Blood,Blood Gas,,,
52025,Lithium,Blood,Blood Gas,,,
52026,Osmolality,Blood,Blood Gas,,,
52027,P50 of Hemoglobin,Blood,Blood Gas,mm Hg,,
52029,Total Calcium,Blood,Blood Gas,,,
52030,Total Calcium,Blood,Blood Gas,,,
52031,Voided Specimen,Blood,Blood Gas,,,
52032,WB tCO2,Blood,Blood Gas,,,
52033,Base Excess,Fluid,Blood Gas,,,
52034,Calculated Bicarbonate,Fluid,Blood Gas,,,
52035,pCO2,Fluid,Blood Gas,,,
52036,pH,Fluid,Blood Gas,,,
52037,pO2,Fluid,Blood Gas,,,
52038,Voided Specimen,Other Body Fluid,Blood Gas,,,
52039,"Osmolality, Urine",Urine,Blood Gas,,,
52040,"pH, Urine",Urine,Blood Gas,,,
52041,"Potassium, Urine",Urine,Blood Gas,,,
52042,"Sodium, Urine",Urine,Blood Gas,,,
52043,Atyps#,Ascites,Blood Gas,,,
52044,Bands#,Ascites,Blood Gas,,,
52045,Basos#,Ascites,Blood Gas,,,
52046,Blasts#,Ascites,Blood Gas,,,
52047,Eos#,Ascites,Blood Gas,,,
52048,Histio#,Ascites,Hematology,,,
52049,Histiocyte,Ascites,Hematology,,,
52050,Hyperseg,Ascites,Hematology,%,,
52051,Hyperseg#,Ascites,Hematology,,,
52052,Lymphs#,Ascites,Hematology,,,
52053,Metas#,Ascites,Hematology,,,
52054,Monos#,Ascites,Hematology,,,
52055,Myelos#,Ascites,Hematology,,,
52056,Nuc Rbcs#,Ascites,Hematology,,,
52057,Plasma#,Ascites,Hematology,,,
52058,Polys#,Ascites,Hematology,,,
52059,Promyelo#,Ascites,Hematology,,,
52061,Voided Specimen,Ascites,Hematology,,,
52062,Young#,Ascites,Hematology,,,
52063,24 Hr,Blood,Hematology,,,
52065,Absolute CD19 Count,Blood,Hematology,,,
52066,Absolute CD20 Count,Blood,Hematology,,,
52067,Absolute CD56 Count,Blood,Hematology,,,
52071,Acid Phosphatase Stain,Blood,Hematology,,,
52072,Acidserum,Blood,Hematology,,,
52073,Antithrombin III,Blood,Hematology,,,
52074,ASA Tol,Blood,Hematology,,,
52075,Asd,Blood,Hematology,,,
52076,ASD & NA-F,Blood,Hematology,,,
52077,Aspirin Reactivity,Blood,Hematology,,,
52078,Autohem-g,Blood,Hematology,,,
52079,Autohem+g,Blood,Hematology,,,
52080,Bleed Tm,Blood,Hematology,,,
52081,Bleed Tm,Blood,Hematology,,,
52082,CD15/56,Blood,Hematology,,,
52083,CD 1a,Blood,Hematology,,,
52084,CD30,Blood,Hematology,,,
52085,CD42,Blood,Hematology,,,
52086,CD52,Blood,Hematology,,,
52087,CD56 %,Blood,Hematology,%,,
52088,CD56 Absolute Count,Blood,Hematology,#/uL,,
52089,CD61,Blood,Hematology,,,
52090,CD62,Blood,Hematology,,,
52091,Chloroacetate,Blood,Hematology,,,
52092,Circ Ab,Blood,Hematology,,,
52093,Clot Lysis,Blood,Hematology,,,
52094,Clot Retraction,Blood,Hematology,,,
52095,Clot Time,Blood,Hematology,,,
52096,Cr,Blood,Hematology,,,
52097,Crenated Cells,Blood,Hematology,,,
52098,Cross Imm,Blood,Hematology,,,
52099,Cryoglob,Blood,Hematology,,,
52100,Direct Antiplatelet Antibodies,Blood,Hematology,,,
52101,Donath-l,Blood,Hematology,,,
52102,dRVVT - Confirmation,Blood,Hematology,N/A,,
52103,dRVVT - Normalized Ratio,Blood,Hematology,N/A,,
52104,dRVVT - Screen,Blood,Hematology,N/A,,
52105,DSmear,Blood,Hematology,,,
52107,Euglobulin Lysis,Blood,Hematology,,,
52108,Factor IX Inhibitor,Blood,Hematology,BU,,
52109,Factor VIII Antigen,Blood,Hematology,,,
52110,Fibrinoge,Blood,Hematology,,,
52111,Fibrinogen,Blood,Hematology,,,
52112,"Fibrinogen, Immunologic",Blood,Hematology,,,
52113,Fingerstick,Blood,Hematology,,,
52114,Fitzgerld,Blood,Hematology,,,
52115,Fitzgerld,Blood,Hematology,,,
52116,Fletcher,Blood,Hematology,,,
52117,Fsp,Blood,Hematology,,,
52118,"G6PD, Qualitative",Blood,Hematology,,,
52119,G6pd Spec,Blood,Hematology,,,
52120,Glutathione,Blood,Hematology,,,
52121,Heinz Aph,Blood,Hematology,,,
52122,Helmet Cells,Blood,Hematology,,,
52123,Hemoglobin H Inclusion,Blood,Hematology,,,
52124,Hemoglobin Other,Blood,Hematology,%,,
52125,Histiocytes,Blood,Hematology,,,
52126,HIT-Ab Interpreted Result,Blood,Hematology,N/A,,
52127,HIT-Ab Numerical Result,Blood,Hematology,U/mL,,
52128,Hmwk,Blood,Hematology,,,
52129,IG,Blood,Hematology,,,
52131,Inhibitor,Blood,Hematology,,,
52132,Inh Scr,Blood,Hematology,,,
52133,Kct,Blood,Hematology,,,
52134,LE Prep,Blood,Hematology,,,
52135,LS,Blood,Hematology,,,
52136,Malaria Smear,Blood,Hematology,,,
52137,Mean Platelet Volume,Blood,Hematology,,,
52138,Methemalb,Blood,Hematology,,,
52139,Methemoglobin,Blood,Hematology,,,
52140,Mono Spot Test,Blood,Hematology,,,
52141,Naphtol Acetate Stain,Blood,Hematology,,,
52142,NEUTX,Blood,Hematology,,,
52143,NEUTY,Blood,Hematology,,,
52144,NFletcher,Blood,Hematology,,,
52145,Non-Specific Esterase,Blood,Hematology,,,
52146,NRBC,Blood,Hematology,,,
52147,"Osmotic Fragility, Incubated",Blood,Hematology,,,
52148,Other Inhibitor,Blood,Hematology,,,
52149,P2Y12 Reaction Units,Blood,Hematology,,,
52150,Periodic Acid Schiff Stain,Blood,Hematology,,,
52151,Peroxidase Staining,Blood,Hematology,,,
52152,Plasma Hemoglobin,Blood,Hematology,,,
52153,Plasminogen,Blood,Hematology,,,
52154,Platelet Aggregation,Blood,Hematology,,,
52155,Prekallekrein,Blood,Hematology,,,
52156,Problem Specimen,Blood,Hematology,,,
52157,Protein S,Blood,Hematology,,,
52158,PT Control,Blood,Hematology,,,
52159,PT Mean,Blood,Hematology,,,
52160,PTT Control,Blood,Hematology,,,
52161,PTT-LA,Blood,Hematology,,,
52162,PTT mea,Blood,Hematology,,,
52163,Pyruvate Kinase,Blood,Hematology,,,
52164,QFib,Blood,Hematology,,,
52165, Rbc,Blood,Hematology,,,
52168,Red Blood Cell Enzyme,Blood,Hematology,,,
52169,"Reptilase Time, Control",Blood,Hematology,,,
52170,Ristocetin Response,Blood,Hematology,,,
52171,Rouleaux,Blood,Hematology,N/A,,
52172,SCT - Confirmation,Blood,Hematology,N/A,,
52173,SCT - Normalized Ratio,Blood,Hematology,N/A,,
52174,SCT - Screen,Blood,Hematology,N/A,,
52175,STA-CLOT,Blood,Hematology,,,
52176,Stomatocyte,Blood,Hematology,N/A,,
52177,Sudan Black Staining,Blood,Hematology,,,
52178,Sulf Hgb,Blood,Hematology,,,
52179,TCR Alpha-Beta,Blood,Hematology,,,
52180,TCR Gamma-Delta,Blood,Hematology,,,
52181,Test,Blood,Hematology,,,
52182,Thrombin Time,Blood,Hematology,,,
52183,Thrombin Time Control,Blood,Hematology,,,
52184,Thrombin Time Control,Blood,Hematology,,,
52185,Tissue Thromboplastin Inhibitor,Blood,Hematology,,,
52186,Tr- Acid,Blood,Hematology,,,
52187,Trap Stain,Blood,Hematology,,,
52188,Viii Ag,Blood,Hematology,,,
52189,VIII-CIE,Blood,Hematology,,,
52190,Voided Specimen,Blood,Hematology,,,
52191,WAM Manual Diff,Blood,Hematology,,,
52192,WAM MANUAL DIFF 2,Blood,Hematology,,,
52193,ErytFlg,Blood,Hematology,,,
52194,FragFlg,Blood,Hematology,,,
52195,PltDist,Blood,Hematology,,,
52196,PltScat,Blood,Hematology,,,
52197,PltClmp,Blood,Hematology,,,
52198,RBCAgg,Blood,Hematology,,,
52199,RBCDist,Blood,Hematology,,,
52200,RetScat,Blood,Hematology,,,
52201,RetFlg,Blood,Hematology,,,
52202,TurbHbI,Blood,Hematology,,,
52203,BasoFlg,Blood,Hematology,,,
52204,EosFlg,Blood,Hematology,,,
52205,LeftShf,Blood,Hematology,,,
52206,LymFlg,Blood,Hematology,,,
52207,MonoFlg,Blood,Hematology,,,
52208,NRBCFlg,Blood,Hematology,,,
52209,AbnLymp,Blood,Hematology,,,
52210,ATLFlg,Blood,Hematology,,,
52211,BlasFlg,Blood,Hematology,,,
52212,Bl/AbLy,Blood,Hematology,,,
52213,IG Flg,Blood,Hematology,,,
52214,WBCScat,Blood,Hematology,,,
52215,wbcp,Blood,Hematology,%,,
52216,Atypical Lymphocytes,Cerebrospinal Fluid,Hematology,%,,
52217,Atyps#,Cerebrospinal Fluid,Hematology,,,
52218,Bands,Cerebrospinal Fluid,Hematology,%,,
52219,Bands#,Cerebrospinal Fluid,Hematology,,,
52220,Basophils,Cerebrospinal Fluid,Hematology,%,,
52221,Basos#,Cerebrospinal Fluid,Hematology,,,
52222,Blasts,Cerebrospinal Fluid,Hematology,%,,
52223,Blasts#,Cerebrospinal Fluid,Hematology,,,
52224,Delete,Cerebrospinal Fluid,Hematology,,,
52225,Delete,Cerebrospinal Fluid,Hematology,,,
52226,Delete,Cerebrospinal Fluid,Hematology,,,
52227,Delete,Cerebrospinal Fluid,Hematology,,,
52228,Delete,Cerebrospinal Fluid,Hematology,,,
52229,Delete,Cerebrospinal Fluid,Hematology,,,
52230,Delete,Cerebrospinal Fluid,Hematology,,,
52231,Delete,Cerebrospinal Fluid,Hematology,,,
52232,Delete,Cerebrospinal Fluid,Hematology,,,
52233,Delete,Cerebrospinal Fluid,Hematology,,,
52234,Delete,Cerebrospinal Fluid,Hematology,,,
52235,Delete,Cerebrospinal Fluid,Hematology,,,
52236,Delete,Cerebrospinal Fluid,Hematology,,,
52237,Delete,Cerebrospinal Fluid,Hematology,,,
52238,Delete,Cerebrospinal Fluid,Hematology,,,
52239,Delete,Cerebrospinal Fluid,Hematology,,,
52240,Delete,Cerebrospinal Fluid,Hematology,,,
52241,Delete,Cerebrospinal Fluid,Hematology,,,
52242,Delete,Cerebrospinal Fluid,Hematology,,,
52243,Delete,Cerebrospinal Fluid,Hematology,,,
52244,Delete,Cerebrospinal Fluid,Hematology,,,
52245,Delete,Cerebrospinal Fluid,Hematology,,,
52246,Delete,Cerebrospinal Fluid,Hematology,,,
52247,Delete,Cerebrospinal Fluid,Hematology,,,
52248,Delete,Cerebrospinal Fluid,Hematology,,,
52249,Delete,Cerebrospinal Fluid,Hematology,,,
52250,Eos#,Cerebrospinal Fluid,Hematology,,,
52251,Eosinophils,Cerebrospinal Fluid,Hematology,%,,
52252,"Hematocrit, CSF",Cerebrospinal Fluid,Hematology,%,,
52253,Histiocyte,Cerebrospinal Fluid,Hematology,,,
52254,Histiocytes#,Cerebrospinal Fluid,Hematology,,,
52255,Hypersegmented Neutrophils,Cerebrospinal Fluid,Hematology,,,
52256,Hypersegmented Neutrophils #,Cerebrospinal Fluid,Hematology,,,
52257,Immunophenotyping,Cerebrospinal Fluid,Hematology,,,
52258,Lining Cell,Cerebrospinal Fluid,Hematology,%,,
52259,Lymphs,Cerebrospinal Fluid,Hematology,,,
52260,Lymphs#,Cerebrospinal Fluid,Hematology,,,
52261,Macrophage,Cerebrospinal Fluid,Hematology,%,,
52262,Macrophage#,Cerebrospinal Fluid,Hematology,,,
52263,Mesothelial cells,Cerebrospinal Fluid,Hematology,%,,
52264,Mesothelial cells #,Cerebrospinal Fluid,Hematology,,,
52265,Metamyelocytes,Cerebrospinal Fluid,Hematology,%,,
52266,Metas#,Cerebrospinal Fluid,Hematology,,,
52268,Monos#,Cerebrospinal Fluid,Hematology,,,
52269,Myelocytes,Cerebrospinal Fluid,Hematology,%,,
52270,Myelos#,Cerebrospinal Fluid,Hematology,,,
52271,NRBC,Cerebrospinal Fluid,Hematology,%,,
52272,NRBC#,Cerebrospinal Fluid,Hematology,,,
52273,Other,Cerebrospinal Fluid,Hematology,%,,
52274,Plasma,Cerebrospinal Fluid,Hematology,%,,
52275,Plasma#,Cerebrospinal Fluid,Hematology,,,
52277,Polys#,Cerebrospinal Fluid,Hematology,,,
52278,Promyelocytes,Cerebrospinal Fluid,Hematology,%,,
52279,Promyelocytes#,Cerebrospinal Fluid,Hematology,,,
52282,Voided Specimen,Cerebrospinal Fluid,Hematology,,,
52283,Young,Cerebrospinal Fluid,Hematology,%,,
52284,Young#,Cerebrospinal Fluid,Hematology,,,
52285,Dna,I,Hematology,,,
52286,Atyps#,Joint Fluid,Hematology,,,
52287,Bands#,Joint Fluid,Hematology,,,
52288,Basos#,Joint Fluid,Hematology,,,
52289,Blasts,Joint Fluid,Hematology,%,,
52290,Blasts#,Joint Fluid,Hematology,,,
52291,Eos#,Joint Fluid,Hematology,,,
52292,Histio#,Joint Fluid,Hematology,,,
52293,Histiocyte,Joint Fluid,Hematology,,,
52294,Hypersegmented Neutrophils,Joint Fluid,Hematology,,,
52295,Hypersegmented Neutrophils #,Joint Fluid,Hematology,,,
52296,Lining Cell,Joint Fluid,Hematology,%,,
52297,Lymphs#,Joint Fluid,Hematology,,,
52298,Metas#,Joint Fluid,Hematology,,,
52299,Monos#,Joint Fluid,Hematology,,,
52300,Myelocytes,Joint Fluid,Hematology,%,,
52301,Myelos#,Joint Fluid,Hematology,,,
52302,Plasma,Joint Fluid,Hematology,%,,
52303,Plasma#,Joint Fluid,Hematology,,,
52304,Polys#,Joint Fluid,Hematology,,,
52305,Promyelo#,Joint Fluid,Hematology,,,
52306,Promyelocytes,Joint Fluid,Hematology,%,,
52307,"Total Nucleated Cells, Joint",Joint Fluid,Hematology,#/uL,,
52308,Voided Specimen,Joint Fluid,Hematology,,,
52309,Young,Joint Fluid,Hematology,,,
52310,Young#,Joint Fluid,Hematology,,,
52311,Acid Phosphatase Stain,Bone Marrow,Hematology,,,
52312,Asd,Bone Marrow,Hematology,,,
52313,Asd&na-f,Bone Marrow,Hematology,,,
52314,CD 1a,Bone Marrow,Hematology,,,
52315,CD30,Bone Marrow,Hematology,,,
52316,CD42,Bone Marrow,Hematology,,,
52317,CD52,Bone Marrow,Hematology,,,
52318,CD61,Bone Marrow,Hematology,,,
52319,CD62,Bone Marrow,Hematology,,,
52320,Chloroacetate Esterase,Bone Marrow,Hematology,,,
52321,Naphthol Acetate Stain,Bone Marrow,Hematology,,,
52322,Naphthol Butryrate,Bone Marrow,Hematology,,,
52323,Periodic Schiff Stain,Bone Marrow,Hematology,,,
52324,Peroxidase Stain,Bone Marrow,Hematology,,,
52325,Sudan Black Stain,Bone Marrow,Hematology,,,
52326,TCR Alpha-Beta,Bone Marrow,Hematology,,,
52327,TCR Gamma-Delta,Bone Marrow,Hematology,,,
52328,Tr-acid,Bone Marrow,Hematology,,,
52329,Voided Specimen,Bone Marrow,Hematology,,,
52330,TdT,Bone Marrow,Hematology,,,
52331,Atyps#,Other Body Fluid,Hematology,,,
52332,Bands#,Other Body Fluid,Hematology,,,
52333,Basos#,Other Body Fluid,Hematology,,,
52334,Blasts,Other Body Fluid,Hematology,%,,
52335,Blasts#,Other Body Fluid,Hematology,,,
52336,CD 1a,Other Body Fluid,Hematology,,,
52337,CD30,Other Body Fluid,Hematology,,,
52338,CD42,Other Body Fluid,Hematology,,,
52339,CD52,Other Body Fluid,Hematology,,,
52340,CD55,Other Body Fluid,Hematology,,,
52341,CD59,Other Body Fluid,Hematology,,,
52342,CD61,Other Body Fluid,Hematology,,,
52343,CD62,Other Body Fluid,Hematology,,,
52344,Chloroac,Other Body Fluid,Hematology,,,
52345,Eos#,Other Body Fluid,Hematology,,,
52346,Fetal Hgb,Other Body Fluid,Hematology,,,
52347,FETAL LUNG MATURITY - LBC,Other Body Fluid,Hematology,10E9 Bodies/L,,
52348,Histiocyte#,Other Body Fluid,Hematology,,,
52349,Histiocytes,Other Body Fluid,Hematology,,,
52350,Hypersegmented Neutrophils,Other Body Fluid,Hematology,%,,
52351,Hypersegmented Neutrophils#,Other Body Fluid,Hematology,,,
52352,Iron,Other Body Fluid,Hematology,,,
52353,Lining Cell,Other Body Fluid,Hematology,%,,
