itemid,label,class,ordercategorydescription,amountuom,omop_conceptid,rxnorm,author_id,reviewer_id,itemid_version,mapping_date,confidence,comment,row_count
225909,Lansoprazole (Prevacid),Branded Drug Form,Drug Push,mg,40123804,545785,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,6
227689,Dilantin,Clinical Drug Form,Drug Push,grams,35602774,1670350,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,No Branded Drug Form,6
225840,Amikacin,Clinical Drug Form,Drug Push,mg,35606018,1723155,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,6
228316,Levetiracetam (Keppra),Branded Drug Form,Continuous Med,grams,42629457,1790332,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,5
227531,Mannitol,Clinical Drug Form,Continuous Med,mg,42628878,1791383,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,5
221429,Esmolol,Clinical Drug Form,Continuous Med,mcg,35603869,1736540,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,4
220995,Sodium Bicarbonate 8.4%,Clinical Drug,Continuous IV,/hour,1593967,1868487,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,4
228316,Levetiracetam (Keppra),Branded Drug Form,Drug Push,grams,42629457,1790332,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,3
225862,Colistin,Clinical Drug Form,Drug Push,mg,40241491,1117521,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,3
225851,Cefepime,Clinical Drug Form,Drug Push,mcg,46287348,1665087,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,3
225832,Folic Acid,Clinical Drug Form,Continuous IV,dose,40131910,619047,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,3
229066,Treprostinil (Remodulin),Branded Drug Form,Continuous Med,mcg,40090705,402707,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
222021,Naloxone (Narcan),Branded Drug Form,Drug Push,dose,40063502,93418,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
221794,Furosemide (Lasix),Branded Drug Form,Drug Push,dose,40040332,287524,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
225832,Folic Acid,Clinical Drug Form,Continuous IV,grams,40131910,619047,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
222011,Magnesium Sulfate,Clinical Drug Form,Continuous IV,dose,46275855,1656665,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
225837,Acyclovir,Clinical Drug Form,Non Iv Meds,grams,40006515,370537,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,2
221828,Hydralazine,Clinical Drug Form,Continuous Med,mg,1592857,1863334,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
225798,Vancomycin,Clinical Drug Form,Drug Push,mcg,40221349,1807507,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
225910,Pantoprazole (Protonix),Branded Drug Form,Drug Push,mcg,35604332,1737589,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
225913,Coumadin (Warfarin),Branded Drug Form,Drug Push,mcg,40093131,92279,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
227690,Fosphenytoin,Clinical Drug Form,Drug Push,grams,35602746,1670194,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
229618,Calcium Chloride,Clinical Drug Form,Drug Push,dose,1593790,1867735,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
225888,Nafcillin,Clinical Drug Form,Drug Push,mcg,35605335,1721457,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
225907,Famotidine (Pepcid),Branded Drug Form,Drug Push,grams,40036961,362696,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,2
225837,Acyclovir,Clinical Drug Form,Non Iv Meds,mcg,40006515,370537,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,1
225153,Labetalol,Clinical Drug Form,Continuous Med,dose,739771,2477888,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
221555,Cisatracurium,Clinical Drug Form,Drug Push,mcg,35605392,1730193,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225898,Rifampin,Clinical Drug Form,Drug Push,mg,1593015,1863365,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
221833,Hydromorphone (Dilaudid),Branded Drug Form,Continuous Med,mcg,35603598,1724273,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
221468,Diltiazem,Clinical Drug Form,Drug Push,mcg,42629594,1791228,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
229061,Ertapenem sodium (Invanz),Branded Drug Form,Drug Push,grams,35606490,1734685,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225884,Metronidazole,Clinical Drug Form,Drug Push,mcg,1592855,1863330,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225906,Enoxaparin (Lovenox),Branded Drug Form,Drug Push,mcg,40042753,362788,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
222011,Magnesium Sulfate,Clinical Drug Form,Continuous IV,mg,46275855,1656665,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225890,Penicillin G potassium,Clinical Drug Form,Non Iv Meds,mg,40072616,373259,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,1
225798,Vancomycin,Clinical Drug Form,Non Iv Meds,grams,40087253,374281,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Capsule?,1
227536,KCl (CRRT),Clinical Drug Form,Continuous Med,ml/hr,1718692,1860131,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225845,Azithromycin,Clinical Drug Form,Drug Push,grams,35603388,1668237,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225859,Ciprofloxacin,Clinical Drug Form,Drug Push,grams,46287381,1665209,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225898,Rifampin,Clinical Drug Form,Non Iv Meds,mg,40079867,373781,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Capsule?,1
229616,Ondansetron (Zofran),Branded Drug Form,Drug Push,grams,40070101,94648,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
221833,Hydromorphone (Dilaudid),Branded Drug Form,Drug Push,dose,35603598,1724273,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225885,Micafungin,Clinical Drug Form,Drug Push,mcg,35606010,1722943,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225886,Moxifloxacin,Clinical Drug Form,Drug Push,mg,46287377,1665194,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225884,Metronidazole,Clinical Drug Form,Drug Push,grams,1592855,1863330,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225166,Potassium Chloride,Clinical Drug Form,Continuous IV,nMol/ml/min,1718692,1860131,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225896,Quinine,Clinical Drug Form,Non Iv Meds,mg,40076683,373742,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,Non Iv = Oral Tablet?,1
229057,Acetylcysteine,Clinical Drug Form,Continuous Med,mcg,35606334,1742774,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
229070,Glycopyrolate (Robinul),Branded Drug Form,Drug Push,mcg,35605662,1731583,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
229070,Glycopyrolate (Robinul),Branded Drug Form,Drug Push,dose,35605662,1731583,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
221744,Fentanyl,Clinical Drug Form,Drug Push,mg,35603427,1735002,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225974,Metoprolol,Clinical Drug Form,Drug Push,mcg,35605509,1740909,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225879,Levofloxacin,Clinical Drug Form,Drug Push,grams,46287433,1665494,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
229587,Ceftaroline,Clinical Drug Form,Drug Push,grams,35606420,1724078,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
225912,Carafate (Sucralfate),Branded Drug Form,Drug Push,mg,40080155,369284,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,No Iv Form,1
225833,Thiamine,Clinical Drug Form,Continuous IV,grams,40091031,370492,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,,1
227535,Vitamin K (Phytonadione),Clinical Drug Form,Continuous IV,mcg,40092695,378846,0000-0001-8822-1884,0000-0002-9348-9284,MIMIC-IV v2.0,11/30/2021,,No Branded Drug Form,1
